negative subjunctive past imperfective 2PL	չերգիք	չուղարկիք	չկարդայիք	չցանկանայիք	չուրախանայիք	չվերցնիք	չուրախացնիք	չմեռնիք	չիջնիք	չփախնիք	չառնիք	չտեսնիք	չէլնիք	չթողնիք	չուտիք	չանիք	չտանիք	չդնիք	չէթայիք	չտայիք	չգայիք				չբերիք	չասիք	չդառնայիք	չլուանայիք	չբացիք
negative subjunctive past imperfective 3PL	չերգին	չուղարկին	չկարդային	չցանկանային	չուրախանային	չվերցնին	չուրախացնին	չմեռնին	չիջնին	չփախնին	չառնին	չտեսնին	չէլնին	չթողնին	չուտին	չանին	չտանին	չդնին	չէթային	չտային	չգային				չբերին	չասին	չդառնային	չլուանային	չբացին
conditional future 1SG	կը երգեմ	կուղարկեմ	կը կարդամ	կը ցանկանամ	կուրախանամ	կը վերցնեմ	կուրախացնեմ	կը մեռնեմ	կիջնեմ	կը փախնեմ	կառնեմ	կը տեսնեմ	կէլնեմ	կը թողնեմ	կուտեմ	կանեմ	կը տանեմ	կը դնեմ	կէթամ	կը տամ	կը գամ				կը բերեմ	կասեմ	կը դառնամ	կը լուանամ	կը բացեմ
conditional future 2SG	կը երգես	կուղարկես	կը կարդաս	կը ցանկանաս	կուրախանաս	կը վերցնես	կուրախացնես	կը մեռնես	կիջնես	կը փախնես	կառնես	կը տեսնես	կէլնես	կը թողնես	կուտես	կանես	կը տանես	կը դնես	կէթաս	կը տաս	կը գաս				կը բերես	կասես	կը դառնաս	կը լուանաս	կը բացես
conditional future 3SG	կը երգի	կուղարկի	կը կարդայ	կը ցանկանայ	կուրախանայ	կը վերցնի	կուրախացնի	կը մեռնի	կիջնի	կը փախնի	կառնի	կը տեսնի	կէլնի	կը թողնի	կուտի	կանի	կը տանի	կը դնի	կէթայ	կը տայ	կը գայ				կը բերի	կասի	կը դառնայ	կը լուանայ	կը բացի
conditional future 1PL	կը երգենք	կուղարկենք	կը կարդանք	կը ցանկանանք	կուրախանանք	կը վերցնենք	կուրախացնենք	կը մեռնենք	կիջնենք	կը փախնենք	կառնենք	կը տեսնենք	կէլնենք	կը թողնենք	կուտենք	կանենք	կը տանենք	կը դնենք	կէթանք	կը տանք	կը գանք				կը բերենք	կասենք	կը դառնանք	կը լուանանք	կը բացենք
conditional future 2PL	կը երգէք	կուղարկէք	կը կարդաք	կը ցանկանաք	կուրախանաք	կը վերցնէք	կուրախացնէք	կը մեռնէք	կիջնէք	կը փախնէք	կառնէք	կը տեսնէք	կէլնէք	կը թողնէք	կուտէք	կանէք	կը տանէք	կը դնէք	կէթաք	կը տաք	կը գաք				կը բերէք	կասէք	կը դառնաք	կը լուանաք	կը բացէք
conditional future 3PL	կը երգեն	կուղարկեն	կը կարդան	կը ցանկանան	կուրախանան	կը վերցնեն	կուրախացնեն	կը մեռնեն	կիջնեն	կը փախնեն	կառնեն	կը տեսնեն	կէլնեն	կը թողնեն	կուտեն	կանեն	կը տանեն	կը դնեն	կէթան	կը տան	կը գան				կը բերեն	կասեն	կը դառնան	կը լուանան	կը բացեն
negative conditional future 1SG	չեմ երգի	չեմ ուղարկի	չեմ կարդայ	չեմ ցանկանայ	չեմ ուրախանայ	չեմ վերցնի	չեմ ուրախացնի	չեմ մեռնի	չեմ իջնի	չեմ փախնի	չեմ առնի	չեմ տեսնի	չեմ էլնի	չեմ թողնի	չեմ ուտի	չեմ անի	չեմ տանի	չեմ դնի	չեմ էթայ	չեմ տայ	չեմ գայ				չեմ բերի	չեմ ասի	չեմ դառնայ	չեմ լուանայ	չեմ բացի
negative conditional future 2SG	չես երգի	չես ուղարկի	չես կարդայ	չես ցանկանայ	չես ուրախանայ	չես վերցնի	չես ուրախացնի	չես մեռնի	չես իջնի	չես փախնի	չես առնի	չես տեսնի	չես էլնի	չես թողնի	չես ուտի	չես անի	չես տանի	չես դնի	չես էթայ	չես տայ	չես գայ				չես բերի	չես ասի	չես դառնայ	չես լուանայ	չես բացի
negative conditional future 3SG	չի երգի	չի ուղարկի	չի կարդայ	չի ցանկանայ	չի ուրախանայ	չի վերցնի	չի ուրախացնի	չի մեռնի	չի իջնի	չի փախնի	չի առնի	չի տեսնի	չի էլնի	չի թողնի	չի ուտի	չի անի	չի տանի	չի դնի	չի էթայ	չի տայ	չի գայ				չի բերի	չի ասի	չի դառնայ	չի լուանայ	չի բացի
negative conditional future 1PL	չենք երգի	չենք ուղարկի	չենք կարդայ	չենք ցանկանայ	չենք ուրախանայ	չենք վերցնի	չենք ուրախացնի	չենք մեռնի	չենք իջնի	չենք փախնի	չենք առնի	չենք տեսնի	չենք էլնի	չենք թողնի	չենք ուտի	չենք անի	չենք տանի	չենք դնի	չենք էթայ	չենք տայ	չենք գայ				չենք բերի	չենք ասի	չենք դառնայ	չենք լուանայ	չենք բացի
negative conditional future 2PL	չէք երգի	չէք ուղարկի	չէք կարդայ	չէք ցանկանայ	չէք ուրախանայ	չէք վերցնի	չէք ուրախացնի	չէք մեռնի	չէք իջնի	չէք փախնի	չէք առնի	չէք տեսնի	չէք էլնի	չէք թողնի	չէք ուտի	չէք անի	չէք տանի	չէք դնի	չէք էթայ	չէք տայ	չէք գայ				չէք բերի	չէք ասի	չէք դառնայ	չէք լուանայ	չէք բացի
negative conditional future 3PL	չեն երգի	չեն ուղարկի	չեն կարդայ	չեն ցանկանայ	չեն ուրախանայ	չեն վերցնի	չեն ուրախացնի	չեն մեռնի	չեն իջնի	չեն փախնի	չեն առնի	չեն տեսնի	չեն էլնի	չեն թողնի	չեն ուտի	չեն անի	չեն տանի	չեն դնի	չեն էթայ	չեն տայ	չեն գայ				չեն բերի	չեն ասի	չեն դառնայ	չեն լուանայ	չեն բացի
conditional future perfect 1SG	կը երգիմ	կուղարկիմ	կը կարդայիմ	կը ցանկանայիմ	կուրախանայիմ	կը վերցնիմ	կուրախացնիմ	կը մեռնիմ	կիջնիմ	կը փախնիմ	կառնիմ	կը տեսնիմ	կէլնիմ	կը թողնիմ	կուտիմ	կանիմ	կը տանիմ	կը դնիմ	կէթայիմ	կը տայիմ	կը գայիմ				կը բերիմ	կասիմ	կը դառնայիմ	կը լուանայիմ	կը բացիմ
conditional future perfect 2SG	կը երգիր	կուղարկիր	կը կարդայիր	կը ցանկանայիր	կուրախանայիր	կը վերցնիր	կուրախացնիր	կը մեռնիր	կիջնիր	կը փախնիր	կառնիր	կը տեսնիր	կէլնիր	կը թողնիր	կուտիր	կանիր	կը տանիր	կը դնիր	կէթայիր	կը տայիր	կը գայիր				կը բերիր	կասիր	կը դառնայիր	կը լուանայիր	կը բացիր
conditional future perfect 3SG	կը երգէր	կուղարկէր	կը կարդար	կը ցանկանար	կուրախանար	կը վերցնէր	կուրախացնէր	կը մեռնէր	կիջնէր	կը փախնէր	կառնէր	կը տեսնէր	կէլնէր	կը թողնէր	կուտէր	կանէր	կը տանէր	կը դնէր	կէթար	կը տար	կը գար				կը բերէր	կասէր	կը դառնար	կը լուանար	կը բացէր
conditional future perfect 1PL	կը երգինք	կուղարկինք	կը կարդայինք	կը ցանկանայինք	կուրախանայինք	կը վերցնինք	կուրախացնինք	կը մեռնինք	կիջնինք	կը փախնինք	կառնինք	կը տեսնինք	կէլնինք	կը թողնինք	կուտինք	կանինք	կը տանինք	կը դնինք	կէթայինք	կը տայինք	կը գայինք				կը բերինք	կասինք	կը դառնայինք	կը լուանայինք	կը բացինք
conditional future perfect 2PL	կը երգիք	կուղարկիք	կը կարդայիք	կը ցանկանայիք	կուրախանայիք	կը վերցնիք	կուրախացնիք	կը մեռնիք	կիջնիք	կը փախնիք	կառնիք	կը տեսնիք	կէլնիք	կը թողնիք	կուտիք	կանիք	կը տանիք	կը դնիք	կէթայիք	կը տայիք	կը գայիք				կը բերիք	կասիք	կը դառնայիք	կը լուանայիք	կը բացիք
conditional future perfect 3PL	կը երգին	կուղարկին	կը կարդային	կը ցանկանային	կուրախանային	կը վերցնին	կուրախացնին	կը մեռնին	կիջնին	կը փախնին	կառնին	կը տեսնին	կէլնին	կը թողնին	կուտին	կանին	կը տանին	կը դնին	կէթային	կը տային	կը գային				կը բերին	կասին	կը դառնային	կը լուանային	կը բացին
negative conditional future perfect 1SG	չիմ երգի	չիմ ուղարկի	չիմ կարդայ	չիմ ցանկանայ	չիմ ուրախանայ	չիմ վերցնի	չիմ ուրախացնի	չիմ մեռնի	չիմ իջնի	չիմ փախնի	չիմ առնի	չիմ տեսնի	չիմ էլնի	չիմ թողնի	չիմ ուտի	չիմ անի	չիմ տանի	չիմ դնի	չիմ էթայ	չիմ տայ	չիմ գայ				չիմ բերի	չիմ ասի	չիմ դառնայ	չիմ լուանայ	չիմ բացի
negative conditional future perfect 2SG	չիր երգի	չիր ուղարկի	չիր կարդայ	չիր ցանկանայ	չիր ուրախանայ	չիր վերցնի	չիր ուրախացնի	չիր մեռնի	չիր իջնի	չիր փախնի	չիր առնի	չիր տեսնի	չիր էլնի	չիր թողնի	չիր ուտի	չիր անի	չիր տանի	չիր դնի	չիր էթայ	չիր տայ	չիր գայ				չիր բերի	չիր ասի	չիր դառնայ	չիր լուանայ	չիր բացի
negative conditional future perfect 3SG	չէր երգի	չէր ուղարկի	չէր կարդայ	չէր ցանկանայ	չէր ուրախանայ	չէր վերցնի	չէր ուրախացնի	չէր մեռնի	չէր իջնի	չէր փախնի	չէր առնի	չէր տեսնի	չէր էլնի	չէր թողնի	չէր ուտի	չէր անի	չէր տանի	չէր դնի	չէր էթայ	չէր տայ	չէր գայ				չէր բերի	չէր ասի	չէր դառնայ	չէր լուանայ	չէր բացի
negative conditional future perfect 1PL	չինք երգի	չինք ուղարկի	չինք կարդայ	չինք ցանկանայ	չինք ուրախանայ	չինք վերցնի	չինք ուրախացնի	չինք մեռնի	չինք իջնի	չինք փախնի	չինք առնի	չինք տեսնի	չինք էլնի	չինք թողնի	չինք ուտի	չինք անի	չինք տանի	չինք դնի	չինք էթայ	չինք տայ	չինք գայ				չինք բերի	չինք ասի	չինք դառնայ	չինք լուանայ	չինք բացի
negative conditional future perfect 2PL	չիք երգի	չիք ուղարկի	չիք կարդայ	չիք ցանկանայ	չիք ուրախանայ	չիք վերցնի	չիք ուրախացնի	չիք մեռնի	չիք իջնի	չիք փախնի	չիք առնի	չիք տեսնի	չիք էլնի	չիք թողնի	չիք ուտի	չիք անի	չիք տանի	չիք դնի	չիք էթայ	չիք տայ	չիք գայ				չիք բերի	չիք ասի	չիք դառնայ	չիք լուանայ	չիք բացի
negative conditional future perfect 3PL	չին երգի	չին ուղարկի	չին կարդայ	չին ցանկանայ	չին ուրախանայ	չին վերցնի	չին ուրախացնի	չին մեռնի	չին իջնի	չին փախնի	չին առնի	չին տեսնի	չին էլնի	չին թողնի	չին ուտի	չին անի	չին տանի	չին դնի	չին էթայ	չին տայ	չին գայ				չին բերի	չին ասի	չին դառնայ	չին լուանայ	չին բացի
imperative 2SG	երգի	ուղարկի	կարդա	ցանկացի	ուրախացի	վերցրու	ուրախացրու	մեռի	իջի	փախի	առ	տես	էլի	թող	կեր	արա	տար	դիր	գնա	տուր	արի				բեր	ասա	դարձի	լուա	բացի
imperative 2PL	երգէք	ուղարկէք	կարդացէք	ցանկացէք	ուրախացէք	վերցրէք	ուրախացրէք	մեռէք	իջէք	փախէք	առէք	տեսէք	էլէք	թողէք	կերէք	արէք	տարէք	դրէք	գնացէք	տուէք	էկէք				բերէք	ասէք	դարձէք	լուացէք	բացէք
prohibitive 2SG	մի երգի	մի ուղարկի	մի կարդա	մի ցանկացի	մի ուրախացի	մի վերցրու	մի ուրախացրու	մի մեռի	մի իջի	մի փախի	մի առ	մի տես	մի էլի	մի թող	մի կեր	մի արա	մի տար	մի դիր	մի գնա	մի տուր	մի արի				մի բեր	մի ասա	մի դարձի	մի լուա	մի բացի
prohibitive 2PL	մի երգէք	մի ուղարկէք	մի կարդացէք	մի ցանկացէք	մի ուրախացէք	մի վերցրէք	մի ուրախացրէք	մի մեռէք	մի իջէք	մի փախէք	մի առէք	մի տեսէք	մի էլէք	մի թողէք	մի կերէք	մի արէք	մի տարէք	մի դրէք	մի գնացէք	մի տուէք	մի էկէք				մի բերէք	մի ասէք	մի դարձէք	մի լուացէք	մի բացէք
